Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2003","2003","kg/ha","23109.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2004","2004","kg/ha","22824.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2005","2005","kg/ha","23380.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2006","2006","kg/ha","24055","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2007","2007","kg/ha","25295.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2008","2008","kg/ha","24452","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2009","2009","kg/ha","25716.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2010","2010","kg/ha","26561.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2011","2011","kg/ha","26811.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2012","2012","kg/ha","29077.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2013","2013","kg/ha","30531.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2014","2014","kg/ha","29834.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2015","2015","kg/ha","25759.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2016","2016","kg/ha","29426.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2017","2017","kg/ha","31419.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2018","2018","kg/ha","33332.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2019","2019","kg/ha","34755.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2020","2020","kg/ha","34694.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2021","2021","kg/ha","35380.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2022","2022","kg/ha","35518.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2023","2023","kg/ha","36130.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01312","Bananas","2024","2024","kg/ha","37176.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","1996","1996","kg/ha","3800","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","1997","1997","kg/ha","4000","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","1998","1998","kg/ha","4000","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","1999","1999","kg/ha","5000","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2000","2000","kg/ha","4250","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2001","2001","kg/ha","4000","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2002","2002","kg/ha","3571.4","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2003","2003","kg/ha","3783.8","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2004","2004","kg/ha","5128.2","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2005","2005","kg/ha","5555.6","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2006","2006","kg/ha","3800","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2007","2007","kg/ha","4000","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2008","2008","kg/ha","4166.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2009","2009","kg/ha","3857.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2010","2010","kg/ha","4095","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2011","2011","kg/ha","4174.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2012","2012","kg/ha","4159","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2013","2013","kg/ha","4159.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2014","2014","kg/ha","4177.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2015","2015","kg/ha","4187.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2016","2016","kg/ha","4175","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2017","2017","kg/ha","4174","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2018","2018","kg/ha","4178.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2019","2019","kg/ha","4175.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2020","2020","kg/ha","4183.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2021","2021","kg/ha","4179.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2022","2022","kg/ha","4179.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2023","2023","kg/ha","4180.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","4179.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1961","1961","kg/ha","7041.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1962","1962","kg/ha","7050.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1963","1963","kg/ha","7111.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1964","1964","kg/ha","7712.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1965","1965","kg/ha","6719.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1966","1966","kg/ha","5831.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1967","1967","kg/ha","5424.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1968","1968","kg/ha","6081","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1969","1969","kg/ha","5447.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1970","1970","kg/ha","5096","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1971","1971","kg/ha","6464.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1972","1972","kg/ha","6316.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1973","1973","kg/ha","6400.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1974","1974","kg/ha","5957.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1975","1975","kg/ha","6870.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1976","1976","kg/ha","6247.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1977","1977","kg/ha","4948.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1978","1978","kg/ha","4578.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1979","1979","kg/ha","5138.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1980","1980","kg/ha","4613.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1981","1981","kg/ha","5360.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1982","1982","kg/ha","4783.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1983","1983","kg/ha","5319.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1984","1984","kg/ha","5318.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1985","1985","kg/ha","4867.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1986","1986","kg/ha","4257.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1987","1987","kg/ha","4774.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1988","1988","kg/ha","5823.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1989","1989","kg/ha","6830.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1990","1990","kg/ha","7552.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1991","1991","kg/ha","8680.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1992","1992","kg/ha","8709.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1993","1993","kg/ha","10933.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1994","1994","kg/ha","10916","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1995","1995","kg/ha","12018.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1996","1996","kg/ha","12737.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1997","1997","kg/ha","13146","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1998","1998","kg/ha","13444.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","1999","1999","kg/ha","12441.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2000","2000","kg/ha","11792.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2001","2001","kg/ha","11159.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2002","2002","kg/ha","11545.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2003","2003","kg/ha","12427.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2004","2004","kg/ha","13856.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2005","2005","kg/ha","14266","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2006","2006","kg/ha","15100.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2007","2007","kg/ha","15605.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2008","2008","kg/ha","16197.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2009","2009","kg/ha","16527.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2010","2010","kg/ha","15955.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2011","2011","kg/ha","15694.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2012","2012","kg/ha","16410.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2013","2013","kg/ha","16908.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2014","2014","kg/ha","15339.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2015","2015","kg/ha","16517.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2016","2016","kg/ha","17534.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2017","2017","kg/ha","18573.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2018","2018","kg/ha","18910.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2019","2019","kg/ha","19149.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2020","2020","kg/ha","20166.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2021","2021","kg/ha","21402.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2022","2022","kg/ha","21828.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2023","2023","kg/ha","22251.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01330","Grapes","2024","2024","kg/ha","21844.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1961","1961","kg/ha","6413","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1962","1962","kg/ha","5831.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1963","1963","kg/ha","6155.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1964","1964","kg/ha","5790.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1965","1965","kg/ha","6411.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1966","1966","kg/ha","4537.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1967","1967","kg/ha","4859.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1968","1968","kg/ha","3902.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1969","1969","kg/ha","4228.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1970","1970","kg/ha","3970.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1971","1971","kg/ha","4120.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1972","1972","kg/ha","5019.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1973","1973","kg/ha","6189.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1974","1974","kg/ha","4781.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1975","1975","kg/ha","4315.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1976","1976","kg/ha","4346.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1977","1977","kg/ha","4175.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1978","1978","kg/ha","4120.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1979","1979","kg/ha","5881.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1980","1980","kg/ha","5986.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1981","1981","kg/ha","6711.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1982","1982","kg/ha","5743.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1983","1983","kg/ha","5452.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1984","1984","kg/ha","5551.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1985","1985","kg/ha","5769.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1986","1986","kg/ha","6108.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1987","1987","kg/ha","7074.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1988","1988","kg/ha","6822.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1989","1989","kg/ha","6661.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1990","1990","kg/ha","8124","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1991","1991","kg/ha","9260","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1992","1992","kg/ha","7617.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1993","1993","kg/ha","8454.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1994","1994","kg/ha","8500.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1995","1995","kg/ha","7017.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1996","1996","kg/ha","6492.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1997","1997","kg/ha","7696.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1998","1998","kg/ha","6420.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","1999","1999","kg/ha","7468.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2000","2000","kg/ha","6703.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2001","2001","kg/ha","8423","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2002","2002","kg/ha","8916.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2003","2003","kg/ha","8731.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2004","2004","kg/ha","9179.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2005","2005","kg/ha","9818.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2006","2006","kg/ha","9391.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2007","2007","kg/ha","8389.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2008","2008","kg/ha","8643.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2009","2009","kg/ha","8473.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2010","2010","kg/ha","8374.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2011","2011","kg/ha","8389.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2012","2012","kg/ha","8251.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2013","2013","kg/ha","9157.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2014","2014","kg/ha","8675.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2015","2015","kg/ha","9117.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2016","2016","kg/ha","9110.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2017","2017","kg/ha","9284.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2018","2018","kg/ha","9416.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2019","2019","kg/ha","9700.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","10555.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","10259","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","9853.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","9961.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01316","Mangoes, guavas and mangosteens","2024","2024","kg/ha","10109.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1961","1961","kg/ha","4157.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1962","1962","kg/ha","4155.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1963","1963","kg/ha","4154.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1964","1964","kg/ha","4150.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1965","1965","kg/ha","4147.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1966","1966","kg/ha","4148.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1967","1967","kg/ha","4150.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1968","1968","kg/ha","4147.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1969","1969","kg/ha","4144.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1970","1970","kg/ha","4146.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1971","1971","kg/ha","4150.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1972","1972","kg/ha","4727.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1973","1973","kg/ha","5088.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1974","1974","kg/ha","5456.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1975","1975","kg/ha","4408","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1976","1976","kg/ha","4149.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1977","1977","kg/ha","4139.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1978","1978","kg/ha","4338.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1979","1979","kg/ha","5078","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1980","1980","kg/ha","4737.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1981","1981","kg/ha","5632.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1982","1982","kg/ha","6029.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1983","1983","kg/ha","5977.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1984","1984","kg/ha","5977.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1985","1985","kg/ha","5977.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1986","1986","kg/ha","7624.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1987","1987","kg/ha","4831.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1988","1988","kg/ha","5377.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1989","1989","kg/ha","5808","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1990","1990","kg/ha","5843.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1991","1991","kg/ha","6068","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1992","1992","kg/ha","5899.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1993","1993","kg/ha","6108.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1994","1994","kg/ha","6500","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1995","1995","kg/ha","5714.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1996","1996","kg/ha","5579.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1997","1997","kg/ha","5875.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1998","1998","kg/ha","5800.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1999","1999","kg/ha","5974","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2000","2000","kg/ha","4565.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2001","2001","kg/ha","5125","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2002","2002","kg/ha","4833.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2003","2003","kg/ha","5880","A","Official figure",""
